"Name","glottocode","iso_code","latitude","longitude","ObjectVerbOrder"
"Mbole","mbol1247","mdq",-0.666666666667,24.6666666667,"VO"
"Mbum","mbum1254","mdd",7.75,13.1666666667,"VO"
"Monumbo","nucl1458","mxk",-4.25,145,"OV"
"Mbara","mbar1260","mpk",11,15.4166666667,"VO"
"Mangbetu","mang1394","mdj",2.5,26.5,"VO"
"Manambu","mana1298","mle",-4.25,142.833333333,NA
"Mbay","mbay1241","myb",8.25,17.5,"VO"
"Mbe'","mbee1250","mtk",6.28333333333,11.0833333333,NA
"Maca","maca1260","mca",-25,-57.5,NA
"Mochica","moch1259",NA,-7.5,-79.3333333333,NA
"Macedonian","mace1250","mkd",41.6666666667,21.75,"VO"
"Mískito Coast English Creole","beli1260","bzj",16.25,-88.8333333333,NA
"Michif","mich1243","crg",52,-100.166666667,NA
"Macaguán","maca1259","mbn",6.5,-71.3333333333,NA
"Machiguenga","mach1267","mcb",-12,-72.6666666667,"VO"
"Macuna","macu1260","myy",-0.333333333333,-70.1666666667,NA
"Mixe (Coatlán)","coat1238","mco",16.9166666667,-95.6666666667,NA
"Mauritian Creole","mori1278","mfe",-20.3333333333,57.5,NA
"Miwok (Central Sierra)","cent2140","csm",38,-120.333333333,NA
"Mocoví","moco1246","moc",-28,-60.5,"VO"
"Mada (in Cameroon)","mada1293","mxu",10.8333333333,14.1666666667,"VO"
"Mudburra","mudb1240","mwd",-17.3333333333,132.083333333,NA
"Mende","mend1266","men",7.83333333333,-11.5,"OV"
"Mundang","mund1325","mua",9.66666666667,14.5,"VO"
"Mandinka","mand1436","mnk",13,-15.6666666667,NA
"Madngele","madn1237","zml",-13.8333333333,130.416666667,"OV"
"Madimadi",NA,NA,-34.5,143.5,"VO"
"Mandan","mand1446","mhq",46.5,-102.5,"OV"
"Mbodomo","gbay1281","gmm",4.5,15.5,"VO"
"Madurese","nucl1460","mad",-7,113.5,NA
"Manadonese","mala1481","xmm",1.5,124.833333333,"VO"
"Mündü","mund1326","muh",4.5,30,NA
"Mbosi","mbos1242","mdw",-1.25,15.5,"VO"
"Mada (in Nigeria)","mada1282","mda",8.75,8.25,NA
"Meyah","meya1236","mej",-1.16666666667,133.5,"VO"
"Melayu Betawi","beta1252","bew",-6.5,107,NA
"Me'en","meen1242","mym",5,37,"VO"
"Mehri","mehr1241","gdq",17,51.5,"VO"
"Meithei","mani1292","mni",24.75,94,"OV"
"Mekens","saki1248","skf",-12.5,-61.5,"OV"
"Melanau","cent2101","mel",2.5,111.5,NA
"Manem","mane1266","jet",-3,140.833333333,"OV"
"Menomini","meno1252","mez",45.5,-88.3333333333,"No dominant order"
"Meryam Mir","meri1244","ulk",-9.91666666667,144.083333333,"OV"
"Menya","meny1245","mcr",-7.25,146,"OV"
"Mondunga","ndun1249","ndt",2.25,21.5,"VO"
"Mongondow","mong1342","mog",0.666666666667,124,NA
"Mnong (Eastern)","east2333","mng",12.6666666667,108.5,NA
"Mangghuer","tuuu1240","mjg",36,102,"OV"
"Magahi","maga1260","mag",23.5,85.5,"OV"
"Magi","mail1248","mgu",-10.3333333333,149.333333333,"OV"
"Mungaka","mung1266","mhk",5.91666666667,10,"VO"
"Mingrelian","ming1252","xmf",42.5,42,NA
"Magindanao","magu1243","mdh",6.83333333333,124.5,NA
"Mongo","mong1338","lol",0,21,"VO"
"Mango","mang1398","mge",8.75,17,NA
"Musgu","musg1254","mug",10.8333333333,14.9166666667,"VO"
"Mahican","mohe1244","mof",42.6666666667,-73.5,NA
"Marathi","mara1378","mar",19,76,"OV"
"Mehek","mehe1243","nux",-3.75,142.5,NA
"Miri (Hill):","misi1242","mrg",27.9166666667,93.8333333333,NA
"Mah Meri","besi1244","mhe",2.83333333333,101.5,NA
"Mbalanhu","mbal1255","lnb",-17.5,15,"VO"
"Micmac","mikm1235","mic",45,-63,NA
"Midob","mido1240","mei",15.0833333333,26.25,NA
"Mien","iumi1238","ium",25,111,"VO"
"Migama","miga1249","mmy",12.1666666667,19.8333333333,NA
"Miisiirii","tama1331","tma",13.5,22,"OV"
"Miju","miju1243","mxj",29,96,"OV"
"Mikir","karb1241","mjw",26.3333333333,93.5,"OV"
"Milang","damu1236","adi",28.5,95.25,"OV"
"Minangkabau","mina1268","min",-1,101,"No dominant order"
"Miriwung","miri1266","mep",-15.6666666667,129,NA
"Miskito","misk1235","miq",14,-83.6666666667,"OV"
"Mituku","mitu1240","zmq",-1.66666666667,25.5,NA
"Miya","miya1266","mkf",10.9166666667,9.66666666667,"VO"
"Mizo","lush1249","lus",23.1666666667,92.8333333333,"OV"
"Mixtec (Jamiltepec)","jami1235","mxt",16.25,-97.8333333333,NA
"Mixtec (San Juan Colorado)","sanj1281","mjc",16.5,-98,NA
"Manjaku","mand1419","mfv",12,-16.25,NA
"Mauka","maho1249","mxx",8.33333333333,-7.5,"OV"
"Miwok (Bodega)","coas1301","csi",38.3333333333,-123,NA
"Makonde","mako1251","kde",-11,40,"VO"
"Mekeo","meke1243","mek",-8.33333333333,146.5,"OV"
"Mandinka (Gambian)","mand1436","mnk",13.4166666667,-16,"OV"
"Mongol (Khamnigan)",NA,NA,49,117,"OV"
"Mikasuki","mika1239","mik",32,-85,"OV"
"Makasae","maka1316","mkz",-8.66666666667,126.5,"OV"
"Maklew","makl1246","mgf",-7.66666666667,139.416666667,"OV"
"Mankanya","mank1251","knf",12.0833333333,-15.9166666667,NA
"Mokilko","muku1242","moz",11.9166666667,18.0833333333,NA
"Mankon","ngem1255","nge",6,10.1666666667,"VO"
"Mikarew","arua1260","msy",-4.41666666667,144.916666667,NA
"Makassar","maka1311","mak",-5.41666666667,119.583333333,NA
"Maranungku","mara1386","zmr",-13.6666666667,130,"OV"
"Máku","maku1246",NA,0.416666666667,-69.8333333333,NA
"Makaa","maka1304","mcp",3.41666666667,12.25,"VO"
"Mambila","came1252","mcu",6.75,11.5,"VO"
"Malacca Creole","mala1533","mcm",2.2,102.25,NA
"Maale","male1284","mdy",6,36.9166666667,NA
"Malgwa","wand1278","mfi",11.5,13.75,"VO"
"Mali","mali1284","gcc",-4.83333333333,152.25,NA
"Malakmalak","mull1237","mpb",-13.4166666667,130.416666667,"OV"
"Molala","mola1238","mbe",44.5,-122.5,NA
"Mlabri (Minor)","mlab1235","mra",18.5,101,"VO"
"Maltese","malt1254","mlt",35.9166666667,14.4166666667,NA
"Maleu","male1289","mgl",-5.71666666667,148.416666667,"VO"
"Malay","stan1306","zsm",3,102,NA
"Mandaic (Modern)","nucl1706","mid",31,48.5,NA
"Mangap-Mbula","mbul1263","mna",-5.66666666667,148.083333333,"VO"
"Mari (Meadow)","east2328","mhr",57,48,"OV"
"Mambai","mamb1294","mcs",9.66666666667,14,NA
"Mamanwa","mama1275","mmn",9.41666666667,125.5,"VO"
"Mordvin (Moksha)","moks1248","mdf",54,44,NA
"Mampruli","mamp1244","maw",10.3333333333,-0.666666666667,NA
"Mamasa","mama1276","mqj",-3.08333333333,119.666666667,NA
"Malay (Ulu Muar)","nege1240","zmi",2.66666666667,102.5,NA
"Mamvu","mamv1243","mdi",3.25,29,"VO"
"Mambwe","mamb1296","mgr",-9.08333333333,31.1666666667,NA
"Mam (Southern)","mams1234","mms",14.8333333333,-91.6666666667,NA
"Muna","muna1247","mnb",-5,122.5,"VO"
"Manchu","manc1252","mnc",49.5,127.5,"OV"
"Mandarin","mand1415","cmn",34,110,"VO"
"Maidu (Northeast)","nort2952","nmu",40,-120.666666667,"OV"
"Manggarai","mang1405","mqy",-8.5,120.333333333,"VO"
"Moni","moni1261","mnz",-3.66666666667,137,"OV"
"Mantjiltjara","mart1256","mpj",-22.6666666667,125.083333333,NA
"Maninka","east2426","emk",10.5,-9.5,NA
"Manam","mana1295","mva",-4,145,"OV"
"Mono (in United States)","mono1275","mnr",38,-119,"OV"
"Mandar","mand1442","mdr",-3.41666666667,119.083333333,NA
"Mansi","mans1258","mns",62,62,"OV"
"Mentawai","ment1249","mwv",-1.5,99,NA
"Mun","kimm1245","mji",19,110,NA
"Minaveha","mina1269","mvn",-9.6,150.466666667,"OV"
"Manx","manx1243","glv",54.1666666667,-4.5,NA
"Margany","marg1253","zmc",-27,144.5,"OV"
"Munzombo","monz1249","moj",3,18.4166666667,NA
"Mono-Alu","mono1273","mte",-7.05,155.75,"No dominant order"
"Moca","shek1244","moy",7.58333333333,35.5,NA
"Mordvin (Erzya)","erzy1239","myv",53,45.5,"VO"
"Mofu-Gudur","mofu1248","mif",10.5,14,"VO"
"Moghol","mogh1245","mhj",35,62,"OV"
"Mohawk","moha1258","moh",43.5,-74.25,"No dominant order"
"Mojave","moha1256","mov",34.6666666667,-114.583333333,NA
"Mokilese","moki1238","mkj",6.66666666667,159.75,"VO"
"Moldavian","roma1327","ron",47,29,NA
"Mombum","nucl1452","mso",-8.25,138.75,"OV"
"Mon","monn1252","mnw",14.8333333333,100.5,"VO"
"Mooré","moss1236","mos",12.8333333333,-1.25,"VO"
"Mopan","mopa1243","mop",16.5833333333,-88.6666666667,NA
"Mor","morm1235","mhz",-2.95,135.75,"VO"
"Mosetén","mose1249","cas",-14.75,-67.8333333333,"VO"
"Motuna","siwa1245","siw",-6.61666666667,155.416666667,"OV"
"Moru","moru1253","mgd",4.75,29.75,"No dominant order"
"Movima","movi1243","mzp",-13.8333333333,-65.6666666667,"VO"
"Murrinh-Patha","murr1258","mwf",-14.6666666667,129.666666667,"OV"
"Mpongwe","myen1241","mye",-1.25,9.5,"VO"
"Maipure","maip1246",NA,5.5,-67.5,"VO"
"Mian","mian1256","mpt",-4.75,141.5,"OV"
"Mpur","mpur1239","akc",-0.75,133.25,"VO"
"Mapoyo","mapo1246","mcg",6,-67,NA
"Martinique Creole","guad1242","gcf",14.6666666667,-61,NA
"Momuna","momu1241","mqf",-4.83333333333,139.25,"OV"
"Mara","mara1385","mec",-15,135.166666667,"No dominant order"
"Marchha","rong1264","rnp",30.25,79.5833333333,"OV"
"Marind","nucl1622","mrz",-7.83333333333,140.166666667,"OV"
"Margi","marg1265","mrt",11,13,"VO"
"Marrithiyel","mari1424","mfr",-13.8333333333,130,"OV"
"Moraori","moro1289","mok",-8.58333333333,140.666666667,"OV"
"Mirniny","ngad1258","nju",-31,129,NA
"Murik","muri1260","mtf",-3.83333333333,144.25,NA
"Murle","murl1244","mur",6.5,33.5,"VO"
"Maranao","mara1404","mrw",7.83333333333,124.25,NA
"Moro","moro1285","mor",11,30.1666666667,"VO"
"Marquesan","sout2866","mrq",-8.91666666667,-140.083333333,"VO"
"Maringarr","mari1419","zmt",-14.25,130,"OV"
"Mairasi","nucl1594","zrs",-3.5,134,"OV"
"Martuthunira","mart1255","vma",-20.8333333333,116.5,"VO"
"Maru","maru1249","mhx",23.5,98.5,"OV"
"Muruwari","muru1266","zmu",-28.75,147,"No dominant order"
"Muisca","chib1270","chb",5,-74,"OV"
"Munsee","muns1251","umu",41.5,-74.6666666667,NA
"Mising","misi1242","mrg",28.5,94.8333333333,"OV"
"Marshallese","mars1254","mah",7.11666666667,171.05,NA
"Masakin","ngil1242","jle",10.6666666667,30,"VO"
"Masalit","nucl1440","mls",13.3333333333,22,"OV"
"Musom","muso1238","msu",-6.58333333333,147,"VO"
"Maisin","mais1250","mbq",-9.5,149.166666667,"OV"
"Musqueam","halk1245","hur",49.1666666667,-123,"VO"
"Miwok (Southern Sierra)","sout2985","skd",37.5,-120,"No dominant order"
"Magar (Syangja)","west2418","mrd",28.0833333333,83.8333333333,NA
"Mentuh Tapuh","buka1257","sdo",1.25,111,NA
"Matuumbi","matu1259","mgw",-8.5,39,"VO"
"Montagnais","mont1268","moe",52,-65,NA
"Mixe (Tlahuitoltepec)","tlah1239","mxp",17.0833333333,-96.1666666667,NA
"Motilón (Chibchan)","bari1297","mot",9,-73,NA
"Matukar","matu1261","mjk",-4.91666666667,145.75,NA
"Mattole","matt1238","mvb",40.1666666667,-124.166666667,NA
"Malto","kuma1274","kmj",25,87.3333333333,"OV"
"Mixe (Totontepec)","toto1305","mto",17.25,-96,NA
"Matis","mati1255","mpq",-4.41666666667,-70.25,"OV"
"Massachusett","wamp1249","wam",42.5,-71,"No dominant order"
"Motu","motu1246","meu",-9.33333333333,147,"OV"
"Makua","makh1264","mgh",-15,38.6666666667,"VO"
"Mundani","mund1327","mnf",5.66666666667,9.91666666667,NA
"Mugil","barg1252","mlp",-4.88333333333,145.75,NA
"Muher","seba1251","sgw",8.16666666667,38.1666666667,NA
"Muinane","muin1242","bmr",-1,-72.5,"OV"
"Mulao","mula1253","mlm",25,108,NA
"Mumuye","nucl1240","mzm",9,11.6666666667,"VO"
"Mundari","mund1320","unr",23,84.6666666667,"OV"
"Muong","muon1246","mtq",20.5,105.083333333,NA
"Mupun","mwag1236","sur",9.5,8.83333333333,"VO"
"Mursi","murs1242","muz",5.58333333333,36.0833333333,"VO"
"Mussau","muss1246","emi",-1.45,149.616666667,"VO"
"Mutsun","sout2986","css",36.8333333333,-121.5,"VO"
"Mundurukú","mund1330","myu",-7,-58,"OV"
"Muyuw","muyu1244","myw",-9.08333333333,152.75,NA
"Martu Wangka","mart1256","mpj",-21.5,126,NA
"Manobo (Western Bukidnon)","west2555","mbb",7.66666666667,124.75,"VO"
"Mawchi","mawc1242","mke",21.3333333333,73.6666666667,NA
"Mwera","mwer1248","mwe",-9,39,"VO"
"Miwok (Lake)","lake1258","lmw",38.9166666667,-122.666666667,NA
"Miwok (Northern Sierra)","nort2968","nsq",38.3333333333,-120.666666667,NA
"Mwotlap","motl1237","mlv",-13.5833333333,167.583333333,"VO"
"Miwok (Plains)","plai1259","pmw",38,-121,NA
"Mixtec (Atatlahuca)","atat1238","mib",17,-97.75,NA
"Mixtec (Chalcatongo)","sanm1295","mig",17.05,-97.5833333333,"VO"
"Ifira-Mele","mele1250","mxe",-17.75,168.25,"VO"
"Mixtec (San Miguel el Grande)","sanm1295","mig",17.05,-97.5666666667,NA
"Mixtec (Jicaltepec)","pino1237","mio",16.3333333333,-98,"VO"
"Mixtec (Alacatlatzala)","alac1244","mim",17.25,-98.5833333333,NA
"Mixtec (Molinos)","sanm1295","mig",17,-97.5833333333,NA
"Mixtec (Ocotepec)","ocot1243","mie",17.1666666667,-97.75,"VO"
"Mixtec (Peñoles)","peno1244","mil",17.0833333333,-96.9166666667,"VO"
"Mixtec (Silacayoapan)","sila1250","mks",17.5,-98.1666666667,NA
"Mixtec (Ayutla)","ayut1236","miy",16.9166666667,-99.1666666667,NA
"Mixtec (Chayuco)","chay1249","mih",16.4166666667,-97.8333333333,NA
"Mixe (Ayutla)",NA,NA,17.0833333333,-96.0833333333,"No dominant order"
"Mixtec (Yosondúa)","yoso1239","mpm",16.9166666667,-97.5833333333,"VO"
"Mixtec (Coatzospan)","coat1241","miz",18.0833333333,-96.5833333333,NA
"Ma'ya","maya1282","slz",-1.25,130.916666667,NA
"Mayogo","mayo1261","mdm",3,29,"VO"
"Mangarrayi","mang1381","mpc",-14.6666666667,133.5,"OV"
"Malay (Kuala Lumpur)","mala1479","zlm",3.16666666667,101.7,NA
"Malayalam","mala1464","mal",10,76.5,"OV"
"Ma'anyan","maan1238","mhy",-2,115,"VO"
"Mayo","mayo1264","mfy",26,-108,NA
"Matsés","mats1244","mcf",-5.41666666667,-73.25,"OV"
"Mayi-Yapi","mayk1239",NA,-20,141,NA
"Mazatec (Chiquihuitlán)","chiq1250","maq",17.75,-96.9166666667,"VO"
"Mazatec (Huautla)","huau1238","mau",18.25,-96.8333333333,"No dominant order"
"Mazanderani","maza1291","mzn",36.5,52,NA
"Neo-Aramaic (Amadiya)","chal1275","cld",37,43,NA
"Nabak","naba1256","naf",-6.41666666667,147,"OV"
"Nadëb","nade1244","mbj",-1,-66.5,"OV"
"Nafaanra","nafa1258","nfr",8,-2.58333333333,NA
"Nagatman","yale1246","nce",-3.75,141.5,"OV"
"Nahali","niha1238","nll",19.75,77.8333333333,NA
"Nanai","nana1257","gld",49.5,137,NA
"Neo-Aramaic (Arbel Jewish)","lish1245","aij",31.75,35,"OV"
"Nakanai","naka1262","nak",-5.58333333333,150.583333333,"VO"
"Nalik","nali1244","nal",-2.95,151.333333333,"VO"
"Namia","nami1256","nnm",-3.83333333333,141.75,"OV"
"Nandi","nand1266","kln",0.25,35,"VO"
"Neo-Aramaic (Persian Azerbaijan)","lish1246","trg",38,47,NA
"Nara (in Ethiopia)","nara1262","nrb",15.0833333333,37.5833333333,"OV"
"Nasioi","naas1242","nas",-6.33333333333,155.583333333,"OV"
"Natchez","natc1249","ncz",31.75,-91.3333333333,"OV"
"Nauruan","naur1243","nau",-0.5,166.916666667,"VO"
"Navajo","nava1243","nav",36.1666666667,-108,"OV"
"Naxi","naxi1245","nbf",27.5,100,NA
"Nambas (Big)","bign1238","nmb",-16.0833333333,167.2,NA
"Nubian (Dongolese)","kenu1236","kzh",18.25,30.75,"OV"
"Ngombe","ngom1268","ngc",3,23,"VO"
"Ghulfan","ghul1238","ghl",12,31,NA
"Natügu","natu1249","stc",-10.7833333333,165.866666667,NA
"Ngbaka (Ma'bo)","ngba1284","nbm",3.56,18.36,"VO"
"Nyambo","nyam1277","now",-1,31.3333333333,NA
"Ngäbere","ngab1239","gym",8.66666666667,-82,"OV"
"Nicobarese (Car)","carn1240","caq",9,93,"VO"
"Ncàm","ntch1242","bud",9.33333333333,0.666666666667,"VO"
"Ndebele (in South Africa)","sout2808","nbl",-25.3333333333,29,"VO"
"Nande","nand1264","nnb",-0.0833333333333,29.1666666667,NA
"Ndogo","ndog1248","ndz",7.75,27,NA
"Ngbandi","nort2774","nbw",3.75,22,"VO"
"Ndjébbana","djee1236","djj",-12.1666666667,134.116666667,"OV"
"Ndonga","ndon1254","ndo",-18,17,"VO"
"Nadroga","fiji1243","fij",-18.0833333333,177.416666667,"VO"
"Ndut","ndut1239","ndv",14.9166666667,-16.9166666667,"VO"
"Ndumu","ndum1239","nmd",-1.66666666667,13.5833333333,"VO"
"Ndyuka","ndyu1242","djk",4.5,-54.5,"VO"
"Nederlandse Gebarentaal","dutc1253","dse",52.25,5.5,NA
"Negidal","negi1245","neg",53,139,NA
"Nehan","neha1247","nsn",-4.5,154.2,"VO"
"Nelemwa","kuma1276","nee",-20.25,164.083333333,NA
"Nenets","nene1249","yrk",69,72,"OV"
"Nepali","nepa1252","nep",28,85,"OV"
"Nevome","toho1245","ood",31,-112.5,"OV"
"Newari (Kathmandu)","newa1246","new",27.6666666667,85.5,"OV"
"Neyo","neyo1238","ney",5,-6,"No dominant order"
"Nez Perce","nezp1238","nez",46,-116,"No dominant order"
"Nganasan","ngan1291","nio",71,93,"OV"
"Ngbaka (Minagende)","ngba1285","nga",3.5,20,NA
"Ngad'a","ngad1261","nxg",-8.83333333333,121,"VO"
"Ngemba","ngem1255","nge",6.2,10,NA
"Ngan'gityemerri","nang1259","nam",-14.25,130.416666667,"OV"
"Ngiyambaa","wang1291","wyb",-31.75,145.5,"OV"
"Ngadjumaja","ngad1258","nju",-32.3333333333,123.833333333,"OV"
"Ngankikurungkurr","nang1259","nam",-14,130.5,"No dominant order"
"Ngalakan","ngal1293","nig",-14.25,134,"No dominant order"
"Ngambay","ngam1268","sba",8.66666666667,16,"VO"
"Ngandi","ngan1295","nid",-13.8333333333,135,"OV"
"Ngoni","ngon1269","ngo",-11,36,"VO"
"Ngarinyeri","narr1259","nay",-36,140,NA
"Naga (Tangkhul)","tang1336","nmf",25,94.5,"OV"
"Nguna","nort2836","llp",-16.9166666667,168.5,"VO"
"Ngawun","ngaw1240","nxn",-19,141.5,"VO"
"Ngarinyman","ngar1235","nbj",-16.5,130.5,NA
"Ngizim","ngiz1242","ngi",12.0833333333,10.9166666667,"VO"
"Nhanda","nhan1238",NA,-27,114.166666667,"No dominant order"
"Nahuatl (Central)","cent2132","nhn",19,-98.25,NA
"Nahuatl (Huasteca)","huas1257","nhw",22,-99,"VO"
"Nahuatl (Michoacán)","mich1245","ncl",18.5,-103,"VO"
"Nahuatl (North Puebla)","nort2957","ncj",20,-98.25,"VO"
"Nahuatl (Pochutla)","poch1244",NA,15.75,-96.5,NA
"Nahuatl (Tetelcingo)","tete1251","nhg",19.6666666667,-99,"VO"
"Nahuatl (Huauchinango)",NA,NA,20.1666666667,-98.0833333333,NA
"Nahuatl (Xalitla)","guer1241","ngu",18,-99.5,NA
"Nias","nias1242","nia",1,97.75,"VO"
"Nicobarese","cent1990","ncb",7,93.8333333333,NA
"Niuafo'ou","niua1240","num",-15.5666666667,-175.616666667,"VO"
"Nihon Shuwa (Japanese Sign Language)","japa1238","jsl",36,139,NA
"Nimboran","nucl1633","nir",-2.5,140.166666667,NA
"Ningil","ning1273","niz",-3.5,142.25,NA
"Nyishi","nisi1239","dap",27.5,93.5,"OV"
"Nitinaht","noot1239","noo",48.6666666667,-124.75,NA
"Niuean","niue1239","niu",-19.05,-170.116666667,"VO"
"Nivkh","gily1242","niv",53.3333333333,142,"OV"
"Nyungar","nyun1247","nys",-33.75,122,NA
"Ngalkbun","ngal1292","ngk",-13.5,134.833333333,"OV"
"Nkem","nkem1242","isi",6.58333333333,8.58333333333,"VO"
"Nakkara","naka1260","nck",-12.1166666667,134.416666667,NA
"Nkonya","nkon1245","nko",7.16666666667,0.25,"VO"
"Nkore-Kiga","chig1238","cgg",-0.916666666667,29.8333333333,"VO"
"Nukuoro","nuku1260","nkr",3.83333333333,154.916666667,NA
"Nyah Kur (Tha Pong)","nyah1250","cbn",15.6666666667,101.666666667,NA
"Nubian (Kunuz)","kenu1236","kzh",23,33,"OV"
"Ngarla","ngar1286","nlr",-20,119,NA
"Ngarluma","ngar1287","nrl",-20.8333333333,117.5,NA
"Nyamal","nyam1271","nly",-21,119,NA
"Naga (Mao)","maon1238","nbi",25.5,94.3333333333,"OV"
"Nambikuára (Southern)","sout2994","nab",-14,-59.5,"OV"
"Nomad","samo1303","smq",-6.16666666667,142.25,"OV"
"Nahuatl (Mecayapan Isthmus)","isth1242","nhx",18.25,-94.8333333333,NA
"Manange","mana1288","nmm",28.5833333333,84,"OV"
"Nahuatl (Milpa Alta)",NA,NA,19.25,-99.1666666667,NA
"Nancowry","cent1990","ncb",8.05,93.5,"VO"
"Nend","nend1239","anh",-5,144.916666667,"OV"
"Nengone","neng1238","nen",-21.5,168,"VO"
"Nyanga","nyan1304","nyj",-1.25,28.1666666667,"VO"
"Nankina","nank1250","nnk",-5.78333333333,146.45,"OV"
"Nanumea","tuva1244","tvl",-5.66666666667,176.116666667,NA
"Nuni (Northern)","nort2784","nuv",12.1666666667,-3,NA
"Nanticoke","nant1249","nnt",38,-76.25,NA
"Nobiin","nobi1240","fia",21,31,NA
"Nocte","noct1238","njb",27,95.5,"OV"
"Noghay","noga1249","nog",44,46,"OV"
"Noghay (Karagash)","noga1249","nog",47.5,47.25,NA
"Nomatsiguenga","noma1263","not",-11.6666666667,-74.5,NA
"Noni","noon1243","nhu",6.41666666667,10.5833333333,"VO"
"Noon","noon1242","snf",14.8333333333,-16.8333333333,"VO"
"Norwegian","norw1259","nob",61,8,"VO"
"Nahuatl (Pajapan)","isth1241","nhp",18.25,-94.75,NA
"Nar-Phu","narp1239","npa",28.6666666667,84.25,"OV"
"Nigerian Pidgin","nige1257","pcm",6.5,3.33333333333,NA
"Naga Pidgin","naga1394","nag",25.6666666667,94,NA
"Napu","napu1241","npy",-1.33333333333,120.416666667,NA
"Nanerge","nane1238","sen",11.75,-5,NA
"Narom","naro1251","nrm",4.41666666667,114,NA
"Nharo","naro1249","nhr",-22.3333333333,20.5,NA
"Nsenga","nsen1242","nse",-14.5,30.8333333333,"VO"
"Nisgha","nisg1240","ncg",55,-130,"VO"
"Naskapi","nask1242","nsk",56,-70,NA
"Nisenan","nise1244","nsz",39,-121,"OV"
"Neo-Aramaic (Assyrian)","assy1241","aii",36,41,NA
"Nahuatl (Sierra de Zacapoaxtla)","high1278","azz",19.5833333333,-97.3333333333,NA
"Norsk Tegnspråk","norw1255","nsl",61,9,NA
"Ngiti","ngit1239","niy",1.33333333333,30.25,"No dominant order"
"Ngaanyatjarra","ngaa1240","ntj",-26,126.5,"OV"
"Nateni","nate1242","ntm",10.5,1.16666666667,NA
"Ntomba","ntom1248","nto",-2,18.3333333333,"VO"
"Nenets (Tundra)","nene1249","yrk",70,76,NA
"Nuaulu","nuau1240","nni",-3.25,129.166666667,"VO"
"Nubi","nubi1253","kcn",0.666666666667,32.0833333333,NA
"Nuer","nuer1246","nus",8.33333333333,32,"No dominant order"
"Nunggubuyu","nung1290","nuy",-13.75,135.666666667,"No dominant order"
"Nukak","nuka1242","mbr",2.5,-71.5,NA
"Nung (in Vietnam)","nung1283","nut",21.9166666667,106.416666667,"VO"
"Nupe","nupe1254","nup",9.16666666667,5.41666666667,"VO"
"Nusu","nusu1239","nuf",26.75,99,"OV"
"Nuuchahnulth","noot1239","noo",49.6666666667,-126.666666667,"VO"
"Nivkh (South Sakhalin)","gily1242","niv",47,142.5,NA
"Newar (Dolakha)","newa1246","new",27.3333333333,86,"OV"
"Nyawaygi","nyaw1247","nyt",-19,146.166666667,"OV"
"Nyangi","nyan1313","nyp",3.41666666667,33.5833333333,NA
"Nyiha","nyih1240","nih",-10,33,NA
"Nyimang","amas1236","nyi",12.1666666667,29.3333333333,"OV"
"Nyamkad","tukp1239","tpq",32,78.5,"OV"
"Nyelâyu","nyal1254","yly",-20.3333333333,164.333333333,NA
"Nyamwezi","nyam1276","nym",-5,33,"VO"
"Nyigina","nyig1240","nyh",-18,124.333333333,"VO"
"Nyangumarda","nyan1301","nna",-20,121,NA
"Nyulnyul","nyul1247","nyv",-17,122.833333333,NA
"Nzakara","nzak1247","nzk",5,23,"VO"
"Naga (Zeme)","zeme1240","nzm",25.1666666667,93.5,"OV"
"New Zealand Sign Language","newz1236","nzs",-43,172,NA
"Ogbronuagum","ogbr1243","ogu",4.75,6.86666666667,"VO"
"Obokuitai","obok1239","afz",-3,138,NA
"Obolo","obol1243","ann",4.58333333333,7.83333333333,"VO"
"Ocaina","ocai1244","oca",-2.75,-71.75,NA
"Occitan","occi1239","oci",44,2,NA
"Ocuilteco","atzi1235","ocu",18.9166666667,-99.6666666667,"VO"
"Ogbia","ogbi1239","ogb",4.66666666667,6.25,NA
"Oi","oyyy1238","oyb",14.8333333333,107.166666667,NA
"Oirat","kalm1243","xal",37.5,93,"OV"
"Otomí (Ixtenco)","ixte1237","otz",19.0833333333,-97.9166666667,NA
"Ojibwa (Eastern)","east2542","ojg",46,-80,"VO"
"Ojibwe (Minnesota)","chip1241","ciw",47.6666666667,-92.5,NA
"Ojibwa (Severn)","seve1240","ojs",53,-90,NA
"Okanagan","okan1243","oka",49.5,-118.5,NA
"Oriya (Kotia)","adiv1239","ort",18.3333333333,83,NA
"Oksapmin","oksa1245","opm",-5.16666666667,142.166666667,"OV"
"Oku","okuu1243","oku",6.25,10.5,NA
"Oloh Mangtangai","ngaj1237","nij",-0.833333333333,113,NA
"Olo","oloo1241","ong",-3.41666666667,142,"VO"
"Olutec","olut1240","plo",17.95,-95,NA
"Omagua","omag1248","omg",-4,-73.5,NA
"Omaha","omah1247","oma",42,-97.25,"OV"
"Ömie","omie1241","aom",-9.05,148.083333333,"OV"
"Oneida","onei1249","one",43,-75.6666666667,"VO"
"One","molm1235","aun",-3.25,141.916666667,"VO"
"Onge","onge1236","oon",10.75,92.4166666667,"OV"
"Onondaga","onon1246","ono",42.75,-76.1666666667,NA
"Ono","onoo1246","ons",-6.16666666667,147.583333333,NA
"O'odham","toho1245","ood",32,-112,"VO"
"Emai","emai1241","ema",7.08333333333,5.91666666667,"VO"
"Oromo (Boraana)","bora1271","gax",4.5,38.5,NA
"Oroch","oroc1248","oac",50.3333333333,137.5,NA
"Ordos","peri1253","mvf",39,109,"OV"
